alert_id,timestamp,source_type,device_id,device_type,building,floor,alert_type,severity_raw,value,threshold,confidence,correlation_id
95261636-5365-43a2-b4f5-05304311505a,2026-04-03 19:53:05,camera,cam_171,camera,B11,4,smoke_detected,4,,,0.049,
c8bf5209-46be-46cc-8574-189b62b45501,2026-04-03 19:53:14,sensor,hvac_012,hvac,B6,0,filter_clog,2,25.94,57.39,,
151ce3a1-5bd6-4c8f-8389-6fa19abdc426,2026-04-03 19:53:33,sensor,fire_pressure_003,fire_pressure,B12,4,pressure_high,3,70.09,66.96,,
93d27683-1336-462a-a796-5f8971eac480,2026-04-03 19:53:52,camera,cam_178,camera,B16,3,fall_detected,3,,,0.39,
9da5752c-cb60-45e2-bc5f-df91957e5d5b,2026-04-03 19:54:32,camera,cam_090,camera,B20,-2,object_left,2,,,0.563,
da86d6e6-ae09-46d0-9871-6afa8be2ec8b,2026-04-03 19:54:44,sensor,water_leak_027,water_leak,B9,16,leak_detected,3,12.02,65.64,,
fb4f0ad2-4a28-4c63-b6d2-afa9609499e1,2026-04-03 19:54:56,sensor,water_leak_001,water_leak,B3,14,leak_detected,3,82.27,73.43,,
3cfc906d-814e-4872-ae0f-f3bc5ad38aac,2026-04-03 19:55:06,sensor,water_leak_021,water_leak,B19,14,leak_detected,2,35.86,81.45,,
7376059c-e5a0-4cc9-a3b5-63d03ebc9acd,2026-04-03 19:55:07,camera,cam_194,camera,B13,-1,people_gathering,2,,,0.381,
1d5f67d0-8d5b-4dd8-847d-82121b7f08a9,2026-04-03 19:55:18,sensor,door_sensor_023,door_sensor,B1,12,forced_open,4,93.42,61.58,,
534bcad9-6ea5-4918-8d08-4c415c58b24c,2026-04-03 19:56:16,sensor,lighting_052,lighting,B13,18,lamp_failure,3,4.56,50.0,,
90fa1b5c-c30b-48f8-b0a8-144c40074209,2026-04-03 19:56:17,camera,cam_000,camera,B10,4,fall_detected,2,,,0.2,
7d04a5b5-3b4d-4beb-87df-b60ba356d108,2026-04-03 19:56:34,sensor,lighting_076,lighting,B18,0,lamp_failure,3,50.23,84.53,,
640aeb08-167f-4120-8202-31adad0cda72,2026-04-03 19:56:42,camera,cam_091,camera,B18,0,climbing_detected,2,,,0.686,
51071d36-dd10-441a-bb7a-9f955ce82c99,2026-04-03 19:56:46,sensor,pump_002,pump,B14,11,flow_abnormal,3,87.15,66.9,,
0f368487-4251-4bb9-ba52-a7243ee3b644,2026-04-03 19:56:52,sensor,hvac_001,hvac,B20,6,compressor_alarm,2,49.35,75.66,,
33c6c6d9-a168-452a-94bb-0612b8141d1f,2026-04-03 19:57:01,camera,cam_126,camera,B12,0,ev_illegal_parking,1,,,0.836,
766e7d6c-88e8-4d87-8f2b-2add8be7b483,2026-04-03 19:57:01,camera,cam_183,camera,B14,-2,smoke_detected,4,,,0.262,
82451fee-ec3e-440f-ad9e-c1f640496f75,2026-04-03 19:57:07,camera,cam_081,camera,B4,-2,object_left,3,,,0.107,
17d0640e-110b-4ed3-a386-63e68814d259,2026-04-03 19:57:26,camera,cam_063,camera,B18,4,object_left,2,,,0.156,
c955754e-89c8-4dab-ab72-beee7973750c,2026-04-03 19:57:41,camera,cam_093,camera,B20,5,fall_detected,1,,,0.409,
142f6492-9636-41a1-8574-3ba517cc7bd1,2026-04-03 19:58:03,sensor,lighting_007,lighting,B3,3,circuit_fault,3,21.52,71.04,,
453fa814-f24f-4f31-94fd-a79eb2d04448,2026-04-03 19:58:06,sensor,water_leak_001,water_leak,B3,14,leak_detected,4,15.69,70.7,,
5e2f89c6-d34b-4212-9577-b7ac2f175027,2026-04-03 19:58:06,sensor,water_leak_029,water_leak,B5,7,leak_detected,4,22.24,77.14,,
9de0cf3c-0098-4570-92b4-eda519fe8b59,2026-04-03 19:58:20,camera,cam_001,camera,B1,3,climbing_detected,1,,,0.657,
25a0867f-ed00-4c3c-b401-8c137affa0cc,2026-04-03 19:58:21,camera,cam_031,camera,B18,3,ev_illegal_parking,2,,,0.329,
bfba2cdd-ef67-476c-86f0-9140a79708bb,2026-04-03 19:58:23,camera,cam_101,camera,B9,0,stain_detected,2,,,0.296,
ac345597-5dd8-4c13-84c8-e6c7d4b11eda,2026-04-03 19:58:28,sensor,lighting_075,lighting,B14,19,circuit_fault,4,67.39,71.88,,
88a829af-bf60-490c-8057-22f2e0b71800,2026-04-03 19:58:53,sensor,hvac_023,hvac,B8,7,water_temp_high,4,18.04,55.43,,
29142764-8398-4baa-a284-0cb6b3b9c80b,2026-04-03 19:59:10,sensor,water_leak_005,water_leak,B16,10,leak_detected,1,4.14,73.66,,
c7777e1f-0296-46a5-b320-f63d3682635a,2026-04-03 19:59:17,sensor,lighting_006,lighting,B15,19,circuit_fault,3,6.92,52.84,,
cedd0b9d-4cc1-4d92-b8ad-7dd875b6ac07,2026-04-03 19:59:20,camera,cam_168,camera,B8,-1,people_gathering,3,,,0.622,
fc753842-2c78-4792-ae78-9d111472cb66,2026-04-03 19:59:21,sensor,hvac_050,hvac,B2,6,fan_fault,3,54.79,54.58,,
eae0513e-a0ec-4339-b8b7-b07821ff93ce,2026-04-03 19:59:31,sensor,fire_pressure_012,fire_pressure,B9,8,pressure_high,2,66.16,64.56,,
3d09f8d5-de02-4d36-94cd-52e4fdfaefef,2026-04-03 19:59:44,sensor,door_sensor_011,door_sensor,B10,17,forced_open,2,90.45,54.26,,
359c1c95-2184-4805-8f9d-89ac702ed868,2026-04-03 19:59:53,sensor,elevator_037,elevator,B19,7,maintenance_required,4,50.29,81.37,,
98019612-2291-45bc-9aab-8054c67f1b0e,2026-04-03 19:59:59,sensor,lighting_041,lighting,B8,13,lamp_failure,2,23.01,86.2,,
cc71e7cd-2cce-4126-89ac-c09012c797f3,2026-04-03 20:00:14,sensor,hvac_032,hvac,B2,18,water_temp_high,4,36.63,75.55,,
39c9d1c9-463c-46c2-8381-2136c605e76e,2026-04-03 20:00:14,sensor,pump_005,pump,B20,20,vibration,3,4.16,70.55,,
c9ac939c-7e16-4056-b5b6-e8dfafd08c2d,2026-04-03 20:00:21,camera,cam_135,camera,B8,5,fire_detected,4,,,0.071,
5524412a-2cfb-4aa0-a78f-f5bcf7958bc6,2026-04-03 20:00:30,camera,cam_100,camera,B1,0,stain_detected,3,,,0.026,
851db8f4-a7aa-4037-b41b-1d365c35b14d,2026-04-03 20:01:06,sensor,lighting_036,lighting,B10,6,lamp_failure,5,56.21,89.2,,
47295b33-4d8c-455e-861c-ab5d40426df2,2026-04-03 20:01:33,sensor,hvac_051,hvac,B20,1,water_temp_high,2,35.84,89.26,,
62df2a2f-1b8d-43be-a84e-f59cb66478ac,2026-04-03 20:02:00,sensor,hvac_BROKEN_001,hvac,B13,7,sensor_fault,3,38.64,89.54,,
000c2d55-85d3-4046-a31b-d76467aa91e8,2026-04-03 20:02:25,camera,cam_071,camera,B2,5,object_left,2,,,0.804,
7af4e137-885c-4a8a-84fd-0eb83d9cd4e2,2026-04-03 20:02:53,sensor,hvac_024,hvac,B15,9,fan_fault,3,59.64,76.83,,
f929b651-4442-4a2a-9153-3c826e25872a,2026-04-03 20:03:06,sensor,door_sensor_021,door_sensor,B14,6,forced_open,4,60.24,51.71,,
49b59328-63fc-4997-9e3d-1a56196e50cb,2026-04-03 20:03:16,sensor,elevator_024,elevator,B9,7,maintenance_required,3,21.85,52.4,,
47510ee7-441f-4e35-b728-86a14556daa5,2026-04-03 20:03:24,sensor,lighting_073,lighting,B9,16,lamp_failure,4,2.45,81.63,,
0386cacb-662d-45e2-8105-24a9a238ebae,2026-04-03 20:03:38,camera,cam_120,camera,B14,-2,people_gathering,1,,,0.442,
d878504d-f4a4-423c-810c-16725165652a,2026-04-03 20:04:15,camera,cam_108,camera,B18,0,stain_detected,1,,,0.299,
489920f6-dbe7-468b-9dcc-3d6b63052a05,2026-04-03 20:04:27,camera,cam_134,camera,B13,5,stain_detected,1,,,0.675,
854f54f6-a93a-41b4-9c97-a2fc8871cb92,2026-04-03 20:04:32,camera,cam_167,camera,B3,4,fire_detected,4,,,0.482,
44b04d4a-e5bd-4d64-9a1e-d05424bf1d10,2026-04-03 20:04:47,camera,cam_193,camera,B3,1,object_left,3,,,0.085,
b57c8ab8-a30a-4399-97b8-e324bfbbb58e,2026-04-03 20:04:54,camera,cam_088,camera,B4,-1,stain_detected,1,,,0.527,
178950d4-cbb8-43d9-8d02-f62c4d0649c5,2026-04-03 20:05:18,camera,cam_111,camera,B14,2,smoke_detected,4,,,0.257,
29e18a50-63ee-4096-9cd7-1fae11783123,2026-04-03 20:05:25,camera,cam_189,camera,B4,-2,fire_detected,4,,,0.409,
935dc242-389f-4146-8203-286e6b9df090,2026-04-03 20:05:34,sensor,hvac_043,hvac,B6,16,filter_clog,3,41.47,51.71,,
2f515e80-1d1b-4fed-817e-1a4f8c9a95e6,2026-04-03 20:05:55,sensor,fire_pressure_006,fire_pressure,B17,0,pressure_high,3,65.96,73.27,,
f5991cb3-2423-4f91-bb17-96a4efa5d820,2026-04-03 20:05:59,camera,cam_120,camera,B14,-2,fall_detected,3,,,0.35,
a8614176-d86d-4a1e-a81a-8e8a880c3264,2026-04-03 20:06:04,camera,cam_119,camera,B10,1,climbing_detected,1,,,0.532,
97638101-682a-4c3c-bd81-698873dc02e8,2026-04-03 20:06:12,sensor,lighting_019,lighting,B4,19,circuit_fault,4,80.22,88.2,,
b03b3142-5430-4123-8548-756763f6f88c,2026-04-03 20:06:24,camera,cam_128,camera,B5,3,stain_detected,2,,,0.447,
4620c9b0-754f-4d11-8836-d99cf24aedb1,2026-04-03 20:06:31,sensor,lighting_066,lighting,B1,16,circuit_fault,3,64.02,70.53,,
f58188a6-a478-4519-8fb9-d650f1883dfa,2026-04-03 20:07:10,sensor,pump_000,pump,B9,9,flow_abnormal,3,63.21,76.28,,
2469875e-e2d1-4a44-8e45-bc658d0bfa63,2026-04-03 20:07:24,camera,cam_030,camera,B20,-2,object_left,2,,,0.341,
1ccc5045-1963-4f50-bbc9-53fd8f912fe8,2026-04-03 20:07:28,camera,cam_198,camera,B8,2,object_left,2,,,0.161,
e9154e7d-1e56-4fdc-b0ba-2c7ebb45f92a,2026-04-03 20:08:04,camera,cam_080,camera,B10,2,fire_detected,4,,,0.458,
ba5f9f12-aabf-4583-91de-e5781aa6b56b,2026-04-03 20:08:13,camera,cam_093,camera,B20,5,climbing_detected,3,,,0.51,
688deff6-6581-4a2f-b99a-1f4711315f7d,2026-04-03 20:08:16,sensor,co_sensor_006,co_sensor,B5,14,sensor_fault,3,95.67,89.85,,
f28648db-5615-4856-bb0f-a30d065a0380,2026-04-03 20:08:37,sensor,lighting_043,lighting,B3,6,lamp_failure,3,6.36,56.85,,
5f45096a-a40f-4534-81e5-6f747e9f2511,2026-04-03 20:09:12,camera,cam_021,camera,B12,-1,stain_detected,3,,,0.274,
8fb8becc-f98d-4329-9b03-9a82c441ebea,2026-04-03 20:09:33,sensor,elevator_034,elevator,B5,15,overspeed,4,11.14,86.21,,
7d22d5d0-8f26-4d21-826e-522382b68565,2026-04-03 20:09:34,sensor,door_sensor_003,door_sensor,B11,3,open_too_long,3,11.12,50.49,,
164a77ad-a31e-4712-9ea5-9363d0e96d6e,2026-04-03 20:09:37,sensor,co_sensor_004,co_sensor,B18,17,sensor_fault,3,27.68,87.19,,
75a6b27d-e400-4f92-9cd2-57db9349e4f2,2026-04-03 20:09:40,sensor,fire_pressure_019,fire_pressure,B6,3,pressure_low,2,38.11,54.17,,
0e10138f-4f47-424e-ab75-869c90251427,2026-04-03 20:09:45,sensor,lighting_019,lighting,B4,19,circuit_fault,3,59.29,51.9,,
1a224ab1-a36f-4b29-8436-0ab8ddfdd553,2026-04-03 20:09:49,sensor,pump_008,pump,B20,-1,temperature_high,4,86.92,56.54,,
7f9d73fc-3712-4c9f-a86e-117cf4475efd,2026-04-03 20:09:54,sensor,lighting_006,lighting,B15,19,circuit_fault,5,0.09,51.29,,
db906592-922e-415d-8a71-c27bb64c9d7a,2026-04-03 20:10:02,camera,cam_098,camera,B18,1,fire_detected,4,,,0.319,
70de0767-29d3-4e4f-8868-7fd937520aee,2026-04-03 20:10:17,sensor,elevator_036,elevator,B18,9,fault_code,3,91.17,79.59,,
e158c9ef-688c-4b0a-8b47-4582a4a1d794,2026-04-03 20:10:31,camera,cam_083,camera,B7,4,fall_detected,2,,,0.778,
6af625a5-1828-4d78-b506-721eb456ecbf,2026-04-03 20:10:40,sensor,lighting_000,lighting,B7,11,circuit_fault,2,57.81,89.09,,
69f764bc-61e1-4f03-acae-f25c8349fec3,2026-04-03 20:10:47,sensor,elevator_023,elevator,B15,5,stuck,2,76.62,78.63,,
c4167fd1-0f9f-4a42-923d-36261f3a0a68,2026-04-03 20:10:59,sensor,lighting_046,lighting,B20,6,circuit_fault,3,43.6,62.36,,
39be438a-8cb3-42ab-944a-38e482637781,2026-04-03 20:11:26,camera,cam_163,camera,B12,5,people_gathering,2,,,0.423,
9018f1b7-c44a-4ec9-b3f5-17fdec2af587,2026-04-03 20:11:57,sensor,water_leak_016,water_leak,B5,9,leak_detected,4,56.14,56.87,,
a9e74a78-2f09-4aae-b219-5919f370d6cb,2026-04-03 20:12:08,sensor,hvac_022,hvac,B19,0,compressor_alarm,3,83.22,54.36,,
a8aea16b-c687-4325-813b-661d12d963ed,2026-04-03 20:13:06,sensor,door_sensor_004,door_sensor,B7,2,forced_open,3,36.63,57.51,,
b7255773-5b4a-403a-9083-75d3c1d09c21,2026-04-03 20:13:13,camera,cam_048,camera,B13,4,object_left,1,,,0.306,
2cb1d7eb-716b-42b8-a4f7-7cb4013f89bb,2026-04-03 20:13:21,sensor,lighting_048,lighting,B17,11,lamp_failure,2,80.11,84.22,,
3b25be9c-c972-4217-b0c2-78d390965435,2026-04-03 20:13:49,sensor,lighting_012,lighting,B3,-2,circuit_fault,2,80.86,68.39,,
c9f623c9-bec1-4d0f-b2e6-cccba1ea98f1,2026-04-03 20:14:00,camera,cam_065,camera,B13,-1,stain_detected,1,,,0.605,
7a13a239-f590-4baf-ab4b-64138666c031,2026-04-03 20:14:01,camera,cam_043,camera,B1,0,smoke_detected,4,,,0.415,
db0737a9-4ac3-4974-8424-398b2363073f,2026-04-03 20:14:37,camera,cam_055,camera,B7,4,fall_detected,3,,,0.26,
60f0f4fe-9748-49b6-8923-fc1c0c070524,2026-04-03 20:15:09,sensor,lighting_072,lighting,B5,19,lamp_failure,4,34.03,75.91,,
128bec2e-bfed-4bf9-a46b-728d2583a74f,2026-04-03 20:15:15,sensor,fire_pressure_014,fire_pressure,B13,7,pressure_low,4,75.54,80.24,,
89ef5c1d-5ae7-4d07-96a5-483889d3d37f,2026-04-03 20:15:17,sensor,lighting_036,lighting,B10,6,lamp_failure,4,59.17,57.79,,
a92a803b-94eb-47f6-8497-4a2d169d1d97,2026-04-03 20:15:33,sensor,hvac_022,hvac,B19,0,filter_clog,2,13.41,75.88,,
729e17a6-14e2-442a-bacf-1449474297cb,2026-04-03 20:15:52,sensor,lighting_048,lighting,B17,11,circuit_fault,4,98.27,66.76,,
4b4e1897-6be4-4a96-a1f4-f247763707d4,2026-04-03 20:16:34,sensor,lighting_027,lighting,B3,3,circuit_fault,3,19.01,76.09,,
7caeffc4-262c-4142-b788-d463e8d7457a,2026-04-03 20:16:38,camera,cam_096,camera,B12,4,smoke_detected,4,,,0.343,
f7aedc8e-5421-4842-a625-5f00371c0b8c,2026-04-03 20:16:56,sensor,hvac_000,hvac,B5,2,fan_fault,4,67.45,75.92,,
1d289044-234b-4cf3-a332-2c4744014c50,2026-04-03 20:16:56,sensor,fire_pressure_008,fire_pressure,B1,14,pressure_low,4,87.14,65.01,,
43669e4f-532c-45cd-9ded-3e22fe530901,2026-04-03 20:16:57,sensor,water_leak_013,water_leak,B4,10,leak_detected,2,90.27,80.7,,
2c6d2515-bb71-402b-b3d7-218a982fc5ff,2026-04-03 20:17:25,sensor,elevator_026,elevator,B1,-1,overspeed,3,74.45,78.33,,
1ea67522-6a7a-471e-8def-cabb307a21bb,2026-04-03 20:17:46,sensor,lighting_064,lighting,B16,1,lamp_failure,2,46.25,87.8,,
a36617ab-6ff6-469b-9a17-c8a11c8c2248,2026-04-03 20:18:36,camera,cam_055,camera,B7,4,ev_illegal_parking,2,,,0.199,
f498a764-53ef-4f38-9bf0-2e43f7f1117d,2026-04-03 20:18:36,sensor,hvac_033,hvac,B4,5,filter_clog,3,21.7,57.19,,
dfc9689d-d010-4963-b4b3-23e9a5187d7a,2026-04-03 20:18:40,camera,cam_155,camera,B13,-1,people_gathering,2,,,0.804,
70731bca-0269-4708-bc02-32f8c4a28a2f,2026-04-03 20:18:46,camera,cam_008,camera,B17,2,fire_detected,4,,,0.649,
351a8cbf-6383-4524-af5f-6926c104e52d,2026-04-03 20:19:02,camera,cam_115,camera,B1,0,smoke_detected,4,,,0.539,
0d7ed9ce-3b40-4340-92f3-31978c63fbce,2026-04-03 20:19:37,sensor,elevator_011,elevator,B18,0,overspeed,2,81.71,73.96,,
cd2cfaf2-fe02-4c6f-95b4-5ccc48f7ad5c,2026-04-03 20:20:27,sensor,hvac_019,hvac,B6,6,water_temp_high,3,46.82,88.96,,
3212683f-3d67-42f3-bf20-cecc228ece0c,2026-04-03 20:21:05,sensor,water_leak_007,water_leak,B12,7,leak_detected,1,52.44,67.52,,
d2706513-64cf-451a-ae28-bb98add0a793,2026-04-03 20:21:21,sensor,water_leak_005,water_leak,B16,10,leak_detected,4,38.52,70.26,,
cb1ec7b5-dd44-4022-82b7-25bdadbd1d47,2026-04-03 20:21:31,sensor,lighting_023,lighting,B16,16,circuit_fault,5,15.39,72.55,,
2c09823d-1923-41ae-8bd2-f4b5bed42623,2026-04-03 20:22:03,sensor,door_sensor_031,door_sensor,B16,17,forced_open,4,40.12,62.79,,
9edc1858-82c2-4a15-ac30-8a4dd528b211,2026-04-03 20:22:40,camera,cam_132,camera,B17,0,object_left,2,,,0.414,
8fa3398d-c832-4fc5-9325-07545ded5548,2026-04-03 20:22:55,sensor,pump_001,pump,B9,4,vibration,3,10.57,88.28,,
2a38cf1b-a81e-4e5a-8e6c-959436cabaa7,2026-04-03 20:23:24,camera,cam_066,camera,B17,5,fire_detected,4,,,0.373,
19c50e01-6620-4915-8299-552b69ed6e69,2026-04-03 20:23:40,camera,cam_075,camera,B20,2,smoke_detected,4,,,0.315,
2340884c-739d-42fe-8ca6-70d86b854c90,2026-04-03 20:23:53,sensor,hvac_011,hvac,B12,6,fan_fault,4,72.74,74.47,,
aec6d295-fe6b-481d-81ba-9a2ece6e93b3,2026-04-03 20:23:58,sensor,door_sensor_023,door_sensor,B1,12,forced_open,4,96.98,60.0,,
6566b2a1-af8c-4a7e-861b-78da42904e7c,2026-04-03 20:24:05,sensor,lighting_073,lighting,B9,16,lamp_failure,2,5.48,74.14,,
75310817-0327-4bef-a709-4288dec2846d,2026-04-03 20:24:44,camera,cam_109,camera,B14,0,people_gathering,2,,,0.641,
e630958f-39d3-48c7-8a61-2fc9755e6e06,2026-04-03 20:25:04,sensor,water_leak_010,water_leak,B19,1,leak_detected,2,56.22,52.77,,
b69cd415-8cbd-4b3c-8a68-eb4d45319a5b,2026-04-03 20:25:45,sensor,elevator_013,elevator,B9,13,fault_code,4,65.03,65.96,,
5e70243a-7ed4-43a9-ac04-3bd363edc103,2026-04-03 20:25:54,sensor,elevator_018,elevator,B8,17,stuck,5,26.55,76.33,,
13c4ed13-3a67-47d5-a1cb-e9b91353dff0,2026-04-03 20:26:01,camera,cam_158,camera,B10,-1,stain_detected,3,,,0.336,
5135e621-1b1e-4dba-b73c-ec8c99724124,2026-04-03 20:26:09,camera,cam_151,camera,B15,3,ev_illegal_parking,2,,,0.206,
5536aea8-eb93-4bbb-a144-1e904cbdd5e9,2026-04-03 20:26:11,sensor,door_sensor_002,door_sensor,B2,3,open_too_long,4,33.54,59.46,,
ab3cc615-a4ae-4c61-a53e-15b4339f51af,2026-04-03 20:26:12,camera,cam_185,camera,B14,-2,people_gathering,3,,,0.742,
0f88f244-dc75-4c98-a9fc-4aa09c75d613,2026-04-03 20:26:18,sensor,hvac_021,hvac,B16,9,fan_fault,2,52.15,78.49,,
76e98f6d-ede2-4535-9472-28249ad6a276,2026-04-03 20:26:29,sensor,hvac_000,hvac,B5,2,compressor_alarm,4,91.16,86.52,,
7685a4e0-07f9-4390-8f42-55562c31e279,2026-04-03 20:26:46,sensor,elevator_009,elevator,B16,20,stuck,4,76.76,53.47,,
018ded14-86bb-4e85-9d18-2a48c462b432,2026-04-03 20:27:40,camera,cam_101,camera,B9,0,people_gathering,3,,,0.278,
b6814e44-726f-4406-bfa8-29660c95bc49,2026-04-03 20:27:42,sensor,pump_010,pump,B19,3,temperature_high,3,13.01,70.59,,
dd32c16f-9492-4c10-902f-61f9ce825458,2026-04-03 20:28:03,sensor,door_sensor_016,door_sensor,B1,-2,open_too_long,1,52.08,53.05,,
03d88e1b-8159-47ff-bf2f-4c2ff96d2b98,2026-04-03 20:28:06,camera,cam_119,camera,B10,1,climbing_detected,3,,,0.636,
fc199f67-3dee-4e46-964f-6577e85d23a8,2026-04-03 20:28:21,sensor,hvac_044,hvac,B9,5,filter_clog,3,28.95,66.23,,
dab6ea76-1bc0-43b3-8ea3-d536057239fd,2026-04-03 20:28:29,camera,cam_154,camera,B14,4,fire_detected,4,,,0.253,
8b87f371-21ad-46f1-95dd-054f130d167a,2026-04-03 20:28:29,sensor,hvac_045,hvac,B3,0,compressor_alarm,3,39.18,82.61,,
fe512097-49a1-46fe-97b2-db1c499fa780,2026-04-03 20:28:30,sensor,elevator_008,elevator,B19,3,door_fault,3,43.84,82.09,,
744c99c5-60bd-4ff9-9154-6f5f74cac81e,2026-04-03 20:28:40,camera,cam_067,camera,B19,-1,people_gathering,2,,,0.429,
8070e11e-bccd-446d-ac9a-9cc116aa39c6,2026-04-03 20:28:51,sensor,door_sensor_032,door_sensor,B3,2,forced_open,2,8.84,62.38,,
7f6a02fc-6431-4c1f-ac25-57802d799547,2026-04-03 20:29:48,camera,cam_073,camera,B14,-1,fall_detected,2,,,0.531,
dc4fc9c5-154a-45fe-94b1-730c09590efb,2026-04-03 20:30:22,camera,cam_014,camera,B18,2,fire_detected,4,,,0.085,
8357cd6a-e039-43bf-a147-0174859090fb,2026-04-03 20:30:36,camera,cam_172,camera,B15,-1,ev_illegal_parking,3,,,0.147,
d5c8cb9b-498a-45a4-a199-25f7283b708f,2026-04-03 20:30:36,sensor,door_sensor_015,door_sensor,B3,16,forced_open,3,98.95,71.62,,
b27e497f-0315-4cdc-9d9c-ff2c88626b64,2026-04-03 20:30:52,sensor,elevator_014,elevator,B11,11,fault_code,3,64.41,70.27,,
258f56e9-cd92-42c6-bb21-886355989c13,2026-04-03 20:31:04,sensor,lighting_066,lighting,B1,16,lamp_failure,2,79.42,67.03,,
78bd649b-566e-4291-9a22-4d8375a97313,2026-04-03 20:31:08,camera,cam_078,camera,B4,-2,object_left,3,,,0.593,
2919e379-fab0-4d62-9831-872a38eb4c8b,2026-04-03 20:31:11,camera,cam_092,camera,B20,-2,people_gathering,1,,,0.578,
213c3ff2-7077-45a3-962e-6cb41952d7f4,2026-04-03 20:31:30,sensor,lighting_009,lighting,B17,1,lamp_failure,3,80.01,89.38,,
161298b9-69bf-43fe-9fd2-09f58ffa8f40,2026-04-03 20:31:48,camera,cam_095,camera,B18,-1,smoke_detected,4,,,0.513,
19a7ae20-fb1b-48cd-8025-8c956d4bd31c,2026-04-03 20:31:50,camera,cam_101,camera,B9,0,object_left,3,,,0.024,
64b441c7-4139-41c5-89e5-3cda7c76b0f0,2026-04-03 20:32:19,camera,cam_157,camera,B12,-2,climbing_detected,2,,,0.088,
91e7957e-36b1-42df-8cef-7269d57810c6,2026-04-03 20:33:18,camera,cam_077,camera,B14,1,climbing_detected,2,,,0.583,
1ac53897-ca10-43a4-9cc3-e93b7b86b562,2026-04-03 20:33:19,camera,cam_113,camera,B19,0,stain_detected,3,,,0.201,
31536e9b-ff26-4bc1-a01c-d20d2b8401c0,2026-04-03 20:33:25,sensor,elevator_004,elevator,B10,4,overspeed,4,37.78,58.91,,
d1fab5eb-6815-4085-9e30-6552dd9989af,2026-04-03 20:34:47,sensor,lighting_008,lighting,B6,-1,circuit_fault,3,19.22,86.61,,
425a2286-2cb6-46bd-a49d-af73bab6b59a,2026-04-03 20:34:56,sensor,lighting_012,lighting,B3,-2,circuit_fault,3,49.51,69.62,,
e6f74008-e15e-41c6-8b30-5192075d626b,2026-04-03 20:35:00,camera,cam_095,camera,B18,-1,object_left,3,,,0.499,
4d95e5bf-fa91-4836-81a0-0073e1db843b,2026-04-03 20:35:00,sensor,hvac_BROKEN_001,hvac,B13,7,sensor_fault,2,27.28,73.17,,
27dbe095-4096-4d9b-bbc1-52d00dc6dce3,2026-04-03 20:35:01,camera,cam_196,camera,B1,-2,stain_detected,1,,,0.498,
33860631-463c-4e35-8b7d-b99fc0947e9a,2026-04-03 20:35:22,camera,cam_035,camera,B15,-2,stain_detected,2,,,0.107,
940307e5-350d-4d3f-b930-254501f9ccc2,2026-04-03 20:35:38,sensor,water_leak_025,water_leak,B8,13,leak_detected,3,55.39,74.53,,
3d42c6cb-ef95-4807-839f-28bf4681812a,2026-04-03 20:35:54,sensor,hvac_015,hvac,B15,-2,compressor_alarm,2,86.36,65.74,,
05ce52cd-2406-4433-b061-4d67cf18fb98,2026-04-03 20:35:58,sensor,fire_pressure_001,fire_pressure,B6,10,pressure_low,2,30.72,82.79,,
b1694a89-c164-4238-9600-e9f9dd8720f4,2026-04-03 20:36:07,sensor,door_sensor_028,door_sensor,B9,5,forced_open,3,40.24,60.16,,
84ba3c2e-2a7e-4422-a8bf-ea03aa89c0f4,2026-04-03 20:36:15,camera,cam_026,camera,B11,3,fire_detected,4,,,0.367,
d4a93096-939a-49a0-9427-c2db878cf0d9,2026-04-03 20:36:15,camera,cam_155,camera,B13,-1,ev_illegal_parking,1,,,0.421,
512c9f63-a7a2-41e2-b6ff-3f27da68527a,2026-04-03 20:36:55,camera,cam_188,camera,B13,3,object_left,2,,,0.505,
d12b1d9a-5806-4234-9d6a-a492827d94e4,2026-04-03 20:37:04,camera,cam_057,camera,B3,2,fall_detected,2,,,0.746,
027bab9c-32a7-429b-88fb-64abc2c672ce,2026-04-03 20:37:12,sensor,elevator_002,elevator,B2,9,maintenance_required,4,69.82,63.84,,
e41c6f4f-7b0e-4f4c-981c-0ea66ecd7c26,2026-04-03 20:38:03,sensor,door_sensor_021,door_sensor,B14,6,forced_open,3,69.57,57.35,,
74be63bc-6fe4-4cb2-985d-387e0f57ceb5,2026-04-03 20:38:37,sensor,hvac_011,hvac,B12,6,compressor_alarm,3,85.86,58.63,,
780b119a-4dda-4b46-94ee-f01aa5088773,2026-04-03 20:38:48,camera,cam_180,camera,B2,5,fall_detected,3,,,0.416,
1bc8aeef-f622-4e63-a91c-0a32626111b9,2026-04-03 20:38:56,camera,cam_128,camera,B5,3,stain_detected,2,,,0.304,
47b81c0f-c076-49d2-b5c2-42a192bea72e,2026-04-03 20:39:01,sensor,elevator_010,elevator,B2,13,door_fault,4,71.56,73.81,,
548bc7d0-fa15-4f0d-bf1a-dfb99d38fd5c,2026-04-03 20:39:47,camera,cam_033,camera,B5,-2,ev_illegal_parking,2,,,0.521,
1f5173b7-8157-4fb0-b374-5b8e07d15066,2026-04-03 20:40:06,sensor,water_leak_014,water_leak,B19,-2,leak_detected,3,68.05,63.5,,
18233fb5-b115-4ad1-a5ef-a43c0719bd3f,2026-04-03 20:40:21,sensor,fire_pressure_002,fire_pressure,B7,8,pressure_high,3,7.31,76.12,,
